Verwaltungskreis,Träger,Bildungsstufe,Schueler
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,44
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,27
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,54
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,25
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,69
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,26
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,43
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,54
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,27
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,48
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,72
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,46
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,43
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,28
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,45
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,88
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,58
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,43
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,50
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,57
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,7
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,72
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,36
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,51
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,34
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,31
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,7
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,8
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,27
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,19
Arrondissement administratif Jura bernois,Öffentliche Schule,Vorschulstufe,8
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,31
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,15
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,79
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,10
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,66
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,39
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,50
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,25
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,46
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,26
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,30
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,9
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,29
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,42
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,61
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,10
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,29
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,76
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,38
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,9
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,10
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,10
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,58
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,8
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,5
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,7
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,9
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,56
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,8
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,27
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,9
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,32
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,31
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,33
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,23
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,41
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,69
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,50
Verwaltungskreis Biel/Bienne,Öffentliche Schule,Vorschulstufe,9
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,27
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,22
Verwaltungskreis Interlaken-Oberhasli,Öffentliche Schule,Vorschulstufe,40
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,35
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Seeland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,24
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,13
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,20
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,14
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,16
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,17
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,37
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,21
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Emmental,Öffentliche Schule,Vorschulstufe,25
Verwaltungskreis Oberaargau,Öffentliche Schule,Vorschulstufe,18
Verwaltungskreis Frutigen-Niedersimmental,Öffentliche Schule,Vorschulstufe,12
Verwaltungskreis Thun,Öffentliche Schule,Vorschulstufe,19
Verwaltungskreis Obersimmental-Saanen,Öffentliche Schule,Vorschulstufe,11
Verwaltungskreis Bern-Mittelland,Öffentliche Schule,Vorschulstufe,19
